t,phase,method,p_true,coverage,avg_length,reject_rate,lb_mean,ub_mean,lb_var,ub_var,len_mean,len_var,T,T0,n,p_hat,delta,n_sim,conf_level,alpha_nominal,scenario,scenario_slug,scenario_n,scenario_p
1,pre_drift,jeffreys,0.01,0.9455,0.003898917920342907,0.0545,0.008182066647623559,0.012080984567966302,8.293444218416212e-07,1.2218017795118227e-06,0.003898917920342907,3.794622114448259e-08,68,24,10000,0.01,0.01,10000,0.95,0.050000000000000044,Large Sample,large_sample,10000,0.01
2,pre_drift,jeffreys,0.01,0.9531,0.00390337713906593,0.0469,0.008202040790668498,0.012105417929734257,8.046471964608533e-07,1.1843796788687155e-06,0.00390337713906593,3.6633611694354253e-08,68,24,10000,0.01,0.01,10000,0.95,0.050000000000000044,Large Sample,large_sample,10000,0.01
3,pre_drift,jeffreys,0.01,0.9488,0.0038972841869806233,0.0512,0.008173826086964292,0.012071110273944712,8.06998637801649e-07,1.1897901098031232e-06,0.0038972841869806233,3.7086268769791786e-08,68,24,10000,0.01,0.01,10000,0.95,0.050000000000000044,Large Sample,large_sample,10000,0.01
4,pre_drift,jeffreys,0.01,0.951,0.0038970666886298296,0.049,0.008172525244999142,0.012069591933628786,8.010486815463239e-07,1.180230080412661e-06,0.0038970666886298296,3.6670736921425885e-08,68,24,10000,0.01,0.01,10000,0.95,0.050000000000000044,Large Sample,large_sample,10000,0.01
5,pre_drift,jeffreys,0.01,0.9479,0.0039012202801367957,0.0521,0.008192392237331956,0.012093612517468546,8.161610990460637e-07,1.20209825746028e-06,0.0039012202801367957,3.729333819197983e-08,68,24,10000,0.01,0.01,10000,0.95,0.050000000000000044,Large Sample,large_sample,10000,0.01
6,pre_drift,jeffreys,0.01,0.9493,0.0038978524107854563,0.0507,0.008176291206801014,0.012074143617586242,8.04981078045695e-07,1.1857310330068438e-06,0.0038978524107854563,3.680112389321081e-08,68,24,10000,0.01,0.01,10000,0.95,0.050000000000000044,Large Sample,large_sample,10000,0.01
7,pre_drift,jeffreys,0.01,0.9495,0.003902160845898726,0.0505,0.00819632072523896,0.01209848157113752,8.024216005479809e-07,1.181510659280569e-06,0.003902160845898726,3.660305335394178e-08,68,24,10000,0.01,0.01,10000,0.95,0.050000000000000044,Large Sample,large_sample,10000,0.01
8,pre_drift,jeffreys,0.01,0.9492,0.003901787596273948,0.0508,0.008195297671389828,0.012097085267663591,8.244165690737278e-07,1.2141486410733053e-06,0.003901787596273948,3.76529388058873e-08,68,24,10000,0.01,0.01,10000,0.95,0.050000000000000044,Large Sample,large_sample,10000,0.01
9,pre_drift,jeffreys,0.01,0.9484,0.003898023897699608,0.0516,0.00817752507767835,0.012075548975377798,8.169324965108082e-07,1.203808323942525e-06,0.003898023897699608,3.7428452218532946e-08,68,24,10000,0.01,0.01,10000,0.95,0.050000000000000044,Large Sample,large_sample,10000,0.01
10,pre_drift,jeffreys,0.01,0.9502,0.0039010560803521954,0.0498,0.008191414640133352,0.012092470720485304,8.066690881330891e-07,1.188897748502141e-06,0.0039010560803521954,3.699619072105265e-08,68,24,10000,0.01,0.01,10000,0.95,0.050000000000000044,Large Sample,large_sample,10000,0.01
11,pre_drift,jeffreys,0.01,0.9514,0.0039015042601062205,0.0486,0.008193649855724676,0.012095154115830712,8.162441669453839e-07,1.2015901425311605e-06,0.0039015042601062205,3.718519292112282e-08,68,24,10000,0.01,0.01,10000,0.95,0.050000000000000044,Large Sample,large_sample,10000,0.01
12,pre_drift,jeffreys,0.01,0.9521,0.0038982361366092276,0.0479,0.008178058790074697,0.012076294926683682,8.028217510026631e-07,1.1829084246639055e-06,0.0038982361366092276,3.676383036056042e-08,68,24,10000,0.01,0.01,10000,0.95,0.050000000000000044,Large Sample,large_sample,10000,0.01
13,pre_drift,jeffreys,0.01,0.9526,0.003898614023657794,0.0474,0.00817932944906485,0.012077943472722466,7.890292626416622e-07,1.1620718070299674e-06,0.003898614023657794,3.604159865009829e-08,68,24,10000,0.01,0.01,10000,0.95,0.050000000000000044,Large Sample,large_sample,10000,0.01
14,pre_drift,jeffreys,0.01,0.9501,0.0039025081473352025,0.0499,0.008198066528730733,0.01210057467606571,8.062264466127957e-07,1.187099831575204e-06,0.0039025081473352025,3.6775440090644455e-08,68,24,10000,0.01,0.01,10000,0.95,0.050000000000000044,Large Sample,large_sample,10000,0.01
15,pre_drift,jeffreys,0.01,0.9515,0.0038998369672489383,0.0485,0.008185386084833605,0.012085223052082362,8.008004790438955e-07,1.1790916393976457e-06,0.0038998369672489383,3.6523054817739556e-08,68,24,10000,0.01,0.01,10000,0.95,0.050000000000000044,Large Sample,large_sample,10000,0.01
16,pre_drift,jeffreys,0.01,0.9505,0.003903961656999014,0.0495,0.008204987609827286,0.012108949266826156,8.103342189429001e-07,1.1929955000438742e-06,0.003903961656999014,3.693620282419212e-08,68,24,10000,0.01,0.01,10000,0.95,0.050000000000000044,Large Sample,large_sample,10000,0.01
17,pre_drift,jeffreys,0.01,0.952,0.0038976378666593695,0.048,0.00817534877392706,0.012072986640586245,8.067874094553522e-07,1.1884328123107336e-06,0.0038976378666593695,3.688956724264315e-08,68,24,10000,0.01,0.01,10000,0.95,0.050000000000000044,Large Sample,large_sample,10000,0.01
18,pre_drift,jeffreys,0.01,0.9523,0.003902743754642261,0.0477,0.00819915838345894,0.01210190213810102,8.055930322650219e-07,1.1862441933180442e-06,0.003902743754642261,3.675896822165712e-08,68,24,10000,0.01,0.01,10000,0.95,0.050000000000000044,Large Sample,large_sample,10000,0.01
19,pre_drift,jeffreys,0.01,0.9524,0.003902669525517947,0.0476,0.008198785615024544,0.012101455140542283,8.054067513025106e-07,1.1858082207646568e-06,0.003902669525517947,3.672166372184775e-08,68,24,10000,0.01,0.01,10000,0.95,0.050000000000000044,Large Sample,large_sample,10000,0.01
20,pre_drift,jeffreys,0.01,0.9506,0.0039015974655861583,0.0494,0.008194193081437368,0.012095790547023358,8.171223346698083e-07,1.2035569209228934e-06,0.0039015974655861583,3.734389366984078e-08,68,24,10000,0.01,0.01,10000,0.95,0.050000000000000044,Large Sample,large_sample,10000,0.01
21,pre_drift,jeffreys,0.01,0.945,0.003906338222164019,0.055,0.008216525719457102,0.012122863941620954,8.231959193983419e-07,1.2118577073076968e-06,0.003906338222164019,3.751180790725637e-08,68,24,10000,0.01,0.01,10000,0.95,0.050000000000000044,Large Sample,large_sample,10000,0.01
22,pre_drift,jeffreys,0.01,0.9493,0.0039017061154963564,0.0507,0.008194358704203911,0.012096064819700094,8.070066264250294e-07,1.188458976342585e-06,0.0039017061154963564,3.68464004109126e-08,68,24,10000,0.01,0.01,10000,0.95,0.050000000000000044,Large Sample,large_sample,10000,0.01
23,pre_drift,jeffreys,0.01,0.9452,0.003900929427873898,0.0548,0.008191138055938955,0.012092067483812726,8.195947325081077e-07,1.2071367923225903e-06,0.003900929427873898,3.74487663676334e-08,68,24,10000,0.01,0.01,10000,0.95,0.050000000000000044,Large Sample,large_sample,10000,0.01
24,pre_drift,jeffreys,0.01,0.9528,0.0039001388276272034,0.0472,0.008186734732098825,0.012086873559725785,7.983035859507456e-07,1.1755320771666565e-06,0.0039001388276272034,3.643112290469748e-08,68,24,10000,0.01,0.01,10000,0.95,0.050000000000000044,Large Sample,large_sample,10000,0.01
25,post_drift,jeffreys,0.010227272727272727,0.9472,0.003944849099545862,0.0573,0.008397963546306252,0.012342812645851946,8.354695125451498e-07,1.2252109318846053e-06,0.003944849099545862,3.724279868535878e-08,68,24,10000,0.01,0.01,10000,0.95,0.050000000000000044,Large Sample,large_sample,10000,0.01
26,post_drift,jeffreys,0.010454545454545454,0.9458,0.003989791255308193,0.0812,0.008612225480374134,0.012602016735682127,8.479687580032743e-07,1.2379338501466682e-06,0.003989791255308193,3.682255192080991e-08,68,24,10000,0.01,0.01,10000,0.95,0.050000000000000044,Large Sample,large_sample,10000,0.01
27,post_drift,jeffreys,0.010681818181818181,0.9454,0.004029311507251047,0.1164,0.008803625528057614,0.01283293703530848,8.82075038618666e-07,1.28258107309843e-06,0.004029311507251047,3.742122942779281e-08,68,24,10000,0.01,0.01,10000,0.95,0.050000000000000044,Large Sample,large_sample,10000,0.01
28,post_drift,jeffreys,0.01090909090909091,0.9459,0.004073113515505135,0.1603,0.009017317737833968,0.013090431253338872,8.858656639142382e-07,1.2827807300300155e-06,0.004073113515505135,3.6675901631997264e-08,68,24,10000,0.01,0.01,10000,0.95,0.050000000000000044,Large Sample,large_sample,10000,0.01
29,post_drift,jeffreys,0.011136363636363637,0.9523,0.004116123008320809,0.2146,0.009229626653165268,0.013345749661485756,8.871406049368124e-07,1.278985427651463e-06,0.004116123008320809,3.577940838417221e-08,68,24,10000,0.01,0.01,10000,0.95,0.050000000000000044,Large Sample,large_sample,10000,0.01
30,post_drift,jeffreys,0.011363636363636364,0.95,0.004155317217382503,0.2859,0.009426258129594432,0.013581575346976573,9.193642891905515e-07,1.3206225875360173e-06,0.004155317217382503,3.6275251994554835e-08,68,24,10000,0.01,0.01,10000,0.95,0.050000000000000044,Large Sample,large_sample,10000,0.01
31,post_drift,jeffreys,0.011590909090909091,0.9495,0.004198261013021133,0.3678,0.009643988239904209,0.01384224925292491,9.495558269103299e-07,1.3585555897233667e-06,0.004198261013021133,3.656917752404922e-08,68,24,10000,0.01,0.01,10000,0.95,0.050000000000000044,Large Sample,large_sample,10000,0.01
32,post_drift,jeffreys,0.011818181818181818,0.9453,0.00423753583319554,0.4483,0.009845667870424837,0.01408320370361987,9.880810024667628e-07,1.4088503424967177e-06,0.00423753583319554,3.726259105350197e-08,68,24,10000,0.01,0.01,10000,0.95,0.050000000000000044,Large Sample,large_sample,10000,0.01
33,post_drift,jeffreys,0.012045454545454545,0.9513,0.004276296049612094,0.5273,0.010045885268618344,0.014322181318230051,9.901072209864999e-07,1.4072420669763086e-06,0.004276296049612094,3.6611027960946254e-08,68,24,10000,0.01,0.01,10000,0.95,0.050000000000000044,Large Sample,large_sample,10000,0.01
34,post_drift,jeffreys,0.012272727272727274,0.9477,0.004316030888716301,0.6072,0.010253982921816715,0.014570013810532564,1.019136466555868e-06,1.4435352400458403e-06,0.004316030888716301,3.68859774369308e-08,68,24,10000,0.01,0.01,10000,0.95,0.050000000000000044,Large Sample,large_sample,10000,0.01
35,post_drift,jeffreys,0.0125,0.952,0.004352546300260472,0.6827,0.010446995012148512,0.014799541312408553,1.0389683521462573e-06,1.467129206595948e-06,0.004352546300260472,3.688547801838365e-08,68,24,10000,0.01,0.01,10000,0.95,0.050000000000000044,Large Sample,large_sample,10000,0.01
36,post_drift,jeffreys,0.012727272727272728,0.9539,0.004398477849118411,0.7587,0.010691792900362596,0.015090270749480765,1.0384680393214101e-06,1.4607233274551725e-06,0.004398477849118411,3.59660034357601e-08,68,24,10000,0.01,0.01,10000,0.95,0.050000000000000044,Large Sample,large_sample,10000,0.01
37,post_drift,jeffreys,0.012954545454545455,0.9527,0.004437351159319202,0.8149,0.010902580549525935,0.0153399317088449,1.090168884904208e-06,1.5287332035609786e-06,0.004437351159319202,3.702224805234838e-08,68,24,10000,0.01,0.01,10000,0.95,0.050000000000000044,Large Sample,large_sample,10000,0.01
38,post_drift,jeffreys,0.013181818181818182,0.9465,0.004469604651108906,0.8586,0.011078638944665663,0.015548243595774431,1.1152896825433257e-06,1.5599919378248917e-06,0.004469604651108906,3.7258300401392375e-08,68,24,10000,0.01,0.01,10000,0.95,0.050000000000000044,Large Sample,large_sample,10000,0.01
39,post_drift,jeffreys,0.013409090909090909,0.9509,0.004509119723820556,0.899,0.011295673795870237,0.015804793519690778,1.119322479509351e-06,1.56053519588062e-06,0.004509119723820556,3.660745288263642e-08,68,24,10000,0.01,0.01,10000,0.95,0.050000000000000044,Large Sample,large_sample,10000,0.01
40,post_drift,jeffreys,0.013636363636363637,0.9476,0.0045448340686301434,0.9278,0.011493914887971721,0.016038748956601793,1.128716897511007e-06,1.5695136482682718e-06,0.0045448340686301434,3.6284480348289363e-08,68,24,10000,0.01,0.01,10000,0.95,0.050000000000000044,Large Sample,large_sample,10000,0.01
41,post_drift,jeffreys,0.013863636363636364,0.9491,0.004584228403553319,0.9508,0.011715138857020777,0.01629936726057411,1.1610783673462067e-06,1.6096060817983194e-06,0.004584228403553319,3.6581681746892196e-08,68,24,10000,0.01,0.01,10000,0.95,0.050000000000000044,Large Sample,large_sample,10000,0.01
42,post_drift,jeffreys,0.014090909090909091,0.9494,0.004620032620733246,0.9685,0.011917623734401995,0.016537656355135436,1.1683051178678066e-06,1.615364320332966e-06,0.004620032620733246,3.616781477129306e-08,68,24,10000,0.01,0.01,10000,0.95,0.050000000000000044,Large Sample,large_sample,10000,0.01
43,post_drift,jeffreys,0.014318181818181818,0.9473,0.004656743148232679,0.9786,0.012127283247744694,0.016784026395977644,1.1825077638106423e-06,1.630745684009572e-06,0.004656743148232679,3.597233296942853e-08,68,24,10000,0.01,0.01,10000,0.95,0.050000000000000044,Large Sample,large_sample,10000,0.01
44,post_drift,jeffreys,0.014545454545454545,0.9536,0.004693725697950171,0.9874,0.012340685612229499,0.017034411310179902,1.2098980460277953e-06,1.6639637466696008e-06,0.004693725697950171,3.613086273830684e-08,68,24,10000,0.01,0.01,10000,0.95,0.050000000000000044,Large Sample,large_sample,10000,0.01
45,post_drift,jeffreys,0.014772727272727272,0.9526,0.004730009668187497,0.9939,0.012551038227086824,0.017281047895274574,1.1954986589586666e-06,1.639436670609288e-06,0.004730009668187497,3.500566899157436e-08,68,24,10000,0.01,0.01,10000,0.95,0.050000000000000044,Large Sample,large_sample,10000,0.01
46,post_drift,jeffreys,0.015,0.9516,0.004767391121885149,0.9965,0.012771169102427355,0.017538560224312792,1.2506692649324309e-06,1.7100530992797836e-06,0.004767391121885149,3.5888783573711103e-08,68,24,10000,0.01,0.01,10000,0.95,0.050000000000000044,Large Sample,large_sample,10000,0.01
47,post_drift,jeffreys,0.015227272727272728,0.9518,0.0048028916257691345,0.9982,0.012980933681564414,0.017783825307333904,1.2429426811230346e-06,1.695883462185749e-06,0.0048028916257691345,3.5143754580063403e-08,68,24,10000,0.01,0.01,10000,0.95,0.050000000000000044,Large Sample,large_sample,10000,0.01
48,post_drift,jeffreys,0.015454545454545453,0.9518,0.004838930874011844,0.9984,0.01319726689084466,0.018036197764856713,1.3108515561593807e-06,1.7849524143201075e-06,0.004838930874011844,3.6550023630405406e-08,68,24,10000,0.01,0.01,10000,0.95,0.050000000000000044,Large Sample,large_sample,10000,0.01
49,post_drift,jeffreys,0.015681818181818182,0.9524,0.0048727398401699025,0.9994,0.013400479320753106,0.01827321916092313,1.31461157568252e-06,1.7845069394117896e-06,0.0048727398401699025,3.586144258596431e-08,68,24,10000,0.01,0.01,10000,0.95,0.050000000000000044,Large Sample,large_sample,10000,0.01
50,post_drift,jeffreys,0.015909090909090907,0.9506,0.0049059251689250825,0.9995,0.013602224052647313,0.018508149221572442,1.3435967475493554e-06,1.8203899955319416e-06,0.0049059251689250825,3.616330665737576e-08,68,24,10000,0.01,0.01,10000,0.95,0.050000000000000044,Large Sample,large_sample,10000,0.01
51,post_drift,jeffreys,0.016136363636363636,0.9499,0.004936724258374768,0.9995,0.013790146202281818,0.01872687046065666,1.3311105086187536e-06,1.8006637907766205e-06,0.004936724258374768,3.542964352820527e-08,68,24,10000,0.01,0.01,10000,0.95,0.050000000000000044,Large Sample,large_sample,10000,0.01
52,post_drift,jeffreys,0.016363636363636365,0.9487,0.0049722727952840155,0.9999,0.014009313965176318,0.01898158676046041,1.3541889317225761e-06,1.8270587711758952e-06,0.0049722727952840155,3.536872659849481e-08,68,24,10000,0.01,0.01,10000,0.95,0.050000000000000044,Large Sample,large_sample,10000,0.01
53,post_drift,jeffreys,0.01659090909090909,0.9487,0.005006477820895962,1.0,0.014222715305147335,0.019229193126043428,1.41651149522553e-06,1.9070345690086195e-06,0.005006477820895962,3.6427591412660065e-08,68,24,10000,0.01,0.01,10000,0.95,0.050000000000000044,Large Sample,large_sample,10000,0.01
54,post_drift,jeffreys,0.01681818181818182,0.9505,0.0050441621458769716,0.9999,0.014457990217932962,0.01950215236380988,1.3905886409348628e-06,1.8674388004323106e-06,0.0050441621458769716,3.511321946936518e-08,68,24,10000,0.01,0.01,10000,0.95,0.050000000000000044,Large Sample,large_sample,10000,0.01
55,post_drift,jeffreys,0.017045454545454544,0.9543,0.005076717207027583,1.0,0.014663738948159033,0.019740456155186607,1.4135412722422725e-06,1.8943366700009657e-06,0.005076717207027583,3.515620513678264e-08,68,24,10000,0.01,0.01,10000,0.95,0.050000000000000044,Large Sample,large_sample,10000,0.01
56,post_drift,jeffreys,0.017272727272727273,0.9482,0.0051086059464762,1.0,0.014867171582728378,0.019975777529204645,1.4593011819209701e-06,1.9517756136056582e-06,0.0051086059464762,3.576590865652014e-08,68,24,10000,0.01,0.01,10000,0.95,0.050000000000000044,Large Sample,large_sample,10000,0.01
57,post_drift,jeffreys,0.0175,0.9522,0.005143679724518345,1.0,0.015092285002662848,0.020235964727181224,1.4890089768878354e-06,1.987645968668536e-06,0.005143679724518345,3.5973020174085726e-08,68,24,10000,0.01,0.01,10000,0.95,0.050000000000000044,Large Sample,large_sample,10000,0.01
58,post_drift,jeffreys,0.017727272727272727,0.9523,0.005172167517464167,1.0,0.015275934263295776,0.02044810178075999,1.4873441555033522e-06,1.9817544666580057e-06,0.005172167517464167,3.543910665062622e-08,68,24,10000,0.01,0.01,10000,0.95,0.050000000000000044,Large Sample,large_sample,10000,0.01
59,post_drift,jeffreys,0.017954545454545456,0.9505,0.005204558910291577,1.0,0.015487433141158994,0.02069199205145052,1.5574858880554971e-06,2.0710920344001486e-06,0.005204558910291577,3.656221113160693e-08,68,24,10000,0.01,0.01,10000,0.95,0.050000000000000044,Large Sample,large_sample,10000,0.01
60,post_drift,jeffreys,0.01818181818181818,0.9499,0.005236683344021296,1.0,0.015696676189197668,0.020933359533219065,1.5075281623806226e-06,2.000990023122559e-06,0.005236683344021296,3.489971191264474e-08,68,24,10000,0.01,0.01,10000,0.95,0.050000000000000044,Large Sample,large_sample,10000,0.01
61,post_drift,jeffreys,0.01840909090909091,0.9462,0.005268254007648061,1.0,0.015905906176691725,0.02117416018433999,1.58461583111343e-06,2.0996018912290584e-06,0.005268254007648061,3.619717067972729e-08,68,24,10000,0.01,0.01,10000,0.95,0.050000000000000044,Large Sample,large_sample,10000,0.01
62,post_drift,jeffreys,0.01863636363636364,0.949,0.005301891788180616,1.0,0.016129388208184305,0.021431279996365047,1.607855830613829e-06,2.1258845796840353e-06,0.005301891788180616,3.613740067076761e-08,68,24,10000,0.01,0.01,10000,0.95,0.050000000000000044,Large Sample,large_sample,10000,0.01
63,post_drift,jeffreys,0.018863636363636364,0.945,0.005332030389760596,1.0,0.01633102660043314,0.021663056990193913,1.6262507079878048e-06,2.1466641967080122e-06,0.005332030389760596,3.609100660121567e-08,68,24,10000,0.01,0.01,10000,0.95,0.050000000000000044,Large Sample,large_sample,10000,0.01
64,post_drift,jeffreys,0.019090909090909092,0.9508,0.005361996361965537,1.0,0.01653317117452741,0.0218951675364933,1.6664691096312883e-06,2.1961448119247576e-06,0.005361996361965537,3.6516776511903796e-08,68,24,10000,0.01,0.01,10000,0.95,0.050000000000000044,Large Sample,large_sample,10000,0.01
65,post_drift,jeffreys,0.019318181818181818,0.9541,0.0053968659656272846,1.0,0.016768323735989618,0.02216518970161713,1.6045262432720967e-06,2.110615182616157e-06,0.0053968659656272846,3.465683780100082e-08,68,24,10000,0.01,0.01,10000,0.95,0.050000000000000044,Large Sample,large_sample,10000,0.01
66,post_drift,jeffreys,0.019545454545454546,0.9526,0.005426096323264034,1.0,0.01696852676062605,0.022394623083890307,1.6661661073755153e-06,2.187254378774946e-06,0.005426096323264034,3.542029190609796e-08,68,24,10000,0.01,0.01,10000,0.95,0.050000000000000044,Large Sample,large_sample,10000,0.01
